OCCUPATIONID,RELATIONTYPE,SKILLID
key_16513,essential,key_1484
key_16513,essential,key_1644
key_16513,essential,key_1703
key_16513,essential,key_1963
key_16513,essential,key_3014
key_16513,essential,key_3638
key_16513,essential,key_3645
key_16513,essential,key_3800
key_16513,essential,key_4011
key_16513,essential,key_4348
key_16513,essential,key_4356
key_16513,essential,key_4434
key_16513,essential,key_4824
key_16513,essential,key_5196
key_16513,essential,key_5467
key_16513,essential,key_5588
key_16513,essential,key_5611
key_16513,essential,key_5732
key_16513,essential,key_6465
key_16513,essential,key_7605
key_16513,essential,key_7930
key_16513,essential,key_8456
key_16513,essential,key_8462
key_16513,essential,key_8464
key_16513,essential,key_8653
key_16513,essential,key_8792
key_16513,essential,key_9446
key_16513,essential,key_9576
key_16513,essential,key_9624
key_16513,essential,key_9719
key_16513,essential,key_10249
key_16513,essential,key_10297
key_16513,essential,key_10408
key_16513,essential,key_10445
key_16513,essential,key_10461
key_16513,essential,key_11873
key_16513,essential,key_12357
key_16513,essential,key_12405
key_16513,essential,key_12408
key_16513,essential,key_13106
key_16513,essential,key_14653
key_16513,essential,key_14690
key_16513,essential,key_14735
key_16513,essential,key_14829
key_16513,essential,key_14835
key_16513,essential,key_15116
key_16513,optional,key_2441
key_16513,optional,key_2736
key_16513,optional,key_4730
key_16513,optional,key_4904
key_16513,optional,key_6401
key_16513,optional,key_7047
key_16513,optional,key_9362
key_16513,optional,key_9656
key_16513,optional,key_9870
key_16513,optional,key_10293
key_16513,optional,key_12105
key_16513,optional,key_12244
key_16513,optional,key_13658
key_16513,optional,key_14564
key_16513,optional,key_1428
key_16513,optional,key_4606
key_16513,optional,key_4869
key_16513,optional,key_5443
key_16513,optional,key_11006
key_16513,optional,key_11553
key_16513,optional,key_11965
key_16513,optional,key_12361
key_16513,optional,key_13366
key_16514,essential,key_3342
key_16514,essential,key_5227
key_16514,essential,key_2409
key_16514,essential,key_5607
key_16514,essential,key_5694
key_16514,essential,key_6695
key_16514,essential,key_8639
key_16514,essential,key_9600
key_16514,essential,key_10573
key_16514,essential,key_11541
key_16514,essential,key_12016
key_16514,essential,key_13372
key_16514,essential,key_14803
key_16514,optional,key_1517
key_16514,optional,key_5103
key_16514,optional,key_5608
key_16514,optional,key_6342
key_16514,optional,key_7804
key_16514,optional,key_9666
key_16514,optional,key_9912
key_16514,optional,key_10010
key_16514,optional,key_10212
key_16514,optional,key_11305
key_16514,optional,key_12394
key_16514,optional,key_14373
key_16515,essential,key_4997
key_16515,essential,key_6567
key_16515,essential,key_8056
key_16515,essential,key_10896
key_16515,essential,key_12024
key_16515,essential,key_14216
key_16515,essential,key_2036
key_16515,essential,key_2870
key_16515,essential,key_6589
key_16515,essential,key_7039
key_16515,essential,key_9041
key_16515,essential,key_9146
key_16515,essential,key_12176
key_16515,optional,key_6723
key_16515,optional,key_10718
key_16515,optional,key_12148
key_16515,optional,key_12152
key_16515,optional,key_14724
key_16515,optional,key_1698
key_16515,optional,key_1856
key_16515,optional,key_2550
key_16515,optional,key_6103
key_16515,optional,key_6124
key_16515,optional,key_7013
key_16515,optional,key_7732
key_16515,optional,key_9415
key_16515,optional,key_10993
key_16515,optional,key_13742
key_16515,optional,key_13837
key_16515,optional,key_14508
key_16515,optional,key_14686
key_16516,essential,key_8158
key_16516,essential,key_9001
key_16516,essential,key_13195
key_16516,essential,key_3411
key_16516,essential,key_6603
key_16516,essential,key_6978
key_16516,essential,key_8975
key_16516,essential,key_9218
key_16516,essential,key_9260
key_16516,essential,key_12167
key_16516,essential,key_12394
key_16516,essential,key_12419
key_16516,essential,key_12933
key_16516,essential,key_13163
key_16516,essential,key_13843
key_16516,essential,key_14320
key_16516,essential,key_14348
key_16516,optional,key_5755
key_16516,optional,key_9773
key_16516,optional,key_12104
key_16516,optional,key_12967
key_16516,optional,key_1698
key_16516,optional,key_2569
key_16516,optional,key_3478
key_16516,optional,key_4283
key_16516,optional,key_4709
key_16516,optional,key_4808
key_16516,optional,key_6371
key_16516,optional,key_6503
key_16516,optional,key_6838
key_16516,optional,key_8859
key_16516,optional,key_8867
key_16516,optional,key_9696
key_16516,optional,key_10411
key_16516,optional,key_10485
key_16516,optional,key_12432
key_16516,optional,key_12622
key_16516,optional,key_13655
key_16517,essential,key_11758
key_16517,essential,key_2152
key_16517,essential,key_2550
key_16517,essential,key_2563
key_16517,essential,key_2986
key_16517,essential,key_3157
key_16517,essential,key_3999
key_16517,essential,key_4828
key_16517,essential,key_5726
key_16517,essential,key_7083
key_16517,essential,key_7664
key_16517,essential,key_10231
key_16517,essential,key_13225
key_16517,essential,key_14616
key_16517,essential,key_15009
key_16517,essential,key_15031
key_16517,optional,key_4313
key_16517,optional,key_8229
key_16517,optional,key_8418
key_16517,optional,key_1872
key_16517,optional,key_2295
key_16517,optional,key_2524
key_16517,optional,key_4971
key_16517,optional,key_5370
key_16517,optional,key_6000
key_16517,optional,key_6403
key_16517,optional,key_6632
key_16517,optional,key_7151
key_16517,optional,key_7745
key_16517,optional,key_8411
key_16517,optional,key_9169
key_16517,optional,key_9262
key_16517,optional,key_10574
key_16517,optional,key_10737
key_16517,optional,key_11409
key_16517,optional,key_12225
key_16517,optional,key_13164
key_16518,essential,key_1995
key_16518,essential,key_6050
key_16518,essential,key_10094
key_16518,essential,key_1992
key_16518,essential,key_3451
key_16518,essential,key_3999
key_16518,essential,key_4832
key_16518,essential,key_6031
key_16518,essential,key_6142
key_16518,essential,key_6711
key_16518,essential,key_7348
key_16518,essential,key_7482
key_16518,essential,key_7945
key_16518,essential,key_9600
key_16518,essential,key_10057
key_16518,essential,key_10593
key_16518,essential,key_11661
key_16518,essential,key_12604
key_16518,essential,key_12739
key_16518,essential,key_14930
key_16518,optional,key_1751
key_16518,optional,key_5960
key_16518,optional,key_7363
key_16518,optional,key_7639
key_16518,optional,key_8131
key_16518,optional,key_14012
key_16519,essential,key_3127
key_16519,essential,key_6375
key_16519,essential,key_10083
key_16519,essential,key_10153
key_16519,essential,key_13415
key_16519,essential,key_5718
key_16519,essential,key_6889
key_16519,essential,key_6978
key_16519,essential,key_8708
key_16519,essential,key_8893
key_16519,essential,key_12695
key_16519,essential,key_14475
key_16519,optional,key_9841
key_16519,optional,key_12493
key_16519,optional,key_14004
key_16519,optional,key_1454
key_16519,optional,key_2706
key_16519,optional,key_3215
key_16519,optional,key_3563
key_16519,optional,key_3831
key_16519,optional,key_4106
key_16519,optional,key_4212
key_16519,optional,key_5014
key_16519,optional,key_5131
key_16519,optional,key_5979
key_16519,optional,key_6033
key_16519,optional,key_6415
key_16519,optional,key_6822
key_16519,optional,key_8771
key_16519,optional,key_9620
key_16519,optional,key_10331
key_16519,optional,key_12740
key_16519,optional,key_12925
key_16519,optional,key_13059
key_16519,optional,key_14432
key_16520,essential,key_5187
key_16520,essential,key_1662
key_16520,essential,key_3625
key_16520,essential,key_4016
key_16520,optional,key_12667
key_16520,optional,key_13131
key_16520,optional,key_7474
key_16520,optional,key_12113
key_16520,optional,key_14397
key_16521,essential,key_12887
key_16521,essential,key_12911
key_16521,essential,key_13753
key_16521,essential,key_2193
key_16521,essential,key_3517
key_16521,essential,key_5817
key_16521,essential,key_6994
key_16521,essential,key_7486
key_16521,essential,key_8387
key_16521,essential,key_9541
key_16521,essential,key_11718
key_16521,essential,key_12602
key_16521,essential,key_12645
key_16521,essential,key_12791
key_16521,essential,key_13210
key_16521,essential,key_13312
key_16521,essential,key_14863
key_16521,essential,key_15037
key_16521,essential,key_15055
key_16522,essential,key_3009
key_16522,essential,key_3138
key_16522,essential,key_4933
key_16522,essential,key_5404
key_16522,essential,key_6182
key_16522,essential,key_7484
key_16522,essential,key_7565
key_16522,essential,key_10153
key_16522,essential,key_4011
key_16522,essential,key_5611
key_16522,essential,key_5870
key_16522,essential,key_7110
key_16522,essential,key_11269
key_16522,essential,key_11556
key_16522,essential,key_12936
key_16522,essential,key_13073
key_16522,essential,key_13871
key_16522,optional,key_3311
key_16522,optional,key_4318
key_16522,optional,key_8405
key_16522,optional,key_10004
key_16522,optional,key_13532
key_16522,optional,key_14474
key_16522,optional,key_1398
key_16522,optional,key_1455
key_16522,optional,key_3343
key_16522,optional,key_4052
key_16522,optional,key_4896
key_16522,optional,key_5090
key_16522,optional,key_5830
key_16522,optional,key_6336
key_16522,optional,key_6706
key_16522,optional,key_6745
key_16522,optional,key_7357
key_16522,optional,key_7647
key_16522,optional,key_7904
key_16522,optional,key_8371
key_16522,optional,key_10462
key_16522,optional,key_10467
key_16522,optional,key_10520
key_16522,optional,key_11003
key_16522,optional,key_11375
key_16522,optional,key_11424
key_16522,optional,key_11994
key_16522,optional,key_13860
key_16522,optional,key_14301
key_16522,optional,key_14929
key_16523,essential,key_2782
key_16523,essential,key_6906
key_16523,essential,key_8678
key_16523,essential,key_9283
key_16523,essential,key_10862
key_16523,essential,key_12747
key_16523,essential,key_12805
key_16523,essential,key_1695
key_16523,essential,key_1723
key_16523,essential,key_2508
key_16523,essential,key_4636
key_16523,essential,key_5454
key_16523,essential,key_6873
key_16523,essential,key_7692
key_16523,essential,key_7984
key_16523,essential,key_9022
key_16523,essential,key_9162
key_16523,essential,key_9247
key_16523,essential,key_9843
key_16523,essential,key_10518
key_16523,essential,key_10546
key_16523,essential,key_11175
key_16523,essential,key_11997
key_16523,essential,key_12456
key_16523,essential,key_13659
key_16523,essential,key_14161
key_16523,essential,key_15055
key_16523,essential,key_15125
key_16523,optional,key_1543
key_16523,optional,key_1591
key_16523,optional,key_1894
key_16523,optional,key_2215
key_16523,optional,key_2287
key_16523,optional,key_2335
key_16523,optional,key_2441
key_16523,optional,key_2443
key_16523,optional,key_3361
key_16523,optional,key_3529
key_16523,optional,key_5664
key_16523,optional,key_5714
key_16523,optional,key_5816
key_16523,optional,key_5825
key_16523,optional,key_6193
key_16523,optional,key_6287
key_16523,optional,key_6324
key_16523,optional,key_6591
key_16523,optional,key_6687
key_16523,optional,key_7484
key_16523,optional,key_7693
key_16523,optional,key_7914
key_16523,optional,key_8129
key_16523,optional,key_8223
key_16523,optional,key_8342
key_16523,optional,key_8720
key_16523,optional,key_9399
key_16523,optional,key_9582
key_16523,optional,key_9750
key_16523,optional,key_9907
key_16523,optional,key_10240
key_16523,optional,key_10287
key_16523,optional,key_10308
key_16523,optional,key_10828
key_16523,optional,key_10899
key_16523,optional,key_11729
key_16523,optional,key_12201
key_16523,optional,key_12771
key_16523,optional,key_13285
key_16523,optional,key_13753
key_16523,optional,key_13762
key_16523,optional,key_14111
key_16523,optional,key_14663
key_16523,optional,key_15053
key_16523,optional,key_1428
key_16523,optional,key_1550
key_16523,optional,key_1713
key_16523,optional,key_1840
key_16523,optional,key_1992
key_16523,optional,key_1999
key_16523,optional,key_2017
key_16523,optional,key_2027
key_16523,optional,key_2193
key_16523,optional,key_2309
key_16523,optional,key_2348
key_16523,optional,key_2829
key_16523,optional,key_2865
key_16523,optional,key_3042
key_16523,optional,key_3052
key_16523,optional,key_3081
key_16523,optional,key_3136
key_16523,optional,key_3137
key_16523,optional,key_3496
key_16523,optional,key_3526
key_16523,optional,key_3795
key_16523,optional,key_4116
key_16523,optional,key_4431
key_16523,optional,key_4597
key_16523,optional,key_4832
key_16523,optional,key_6008
key_16523,optional,key_6016
key_16523,optional,key_6057
key_16523,optional,key_6202
key_16523,optional,key_6214
key_16523,optional,key_6359
key_16523,optional,key_6425
key_16523,optional,key_6472
key_16523,optional,key_6477
key_16523,optional,key_6774
key_16523,optional,key_6805
key_16523,optional,key_6838
key_16523,optional,key_6922
key_16523,optional,key_6945
key_16523,optional,key_6963
key_16523,optional,key_6986
key_16523,optional,key_7174
key_16523,optional,key_7226
key_16523,optional,key_7264
key_16523,optional,key_7432
key_16523,optional,key_7486
key_16523,optional,key_7680
key_16523,optional,key_7875
key_16523,optional,key_7887
key_16523,optional,key_8761
key_16523,optional,key_8984
key_16523,optional,key_9250
key_16523,optional,key_9533
key_16523,optional,key_9545
key_16523,optional,key_9570
key_16523,optional,key_9585
key_16523,optional,key_10045
key_16523,optional,key_10246
key_16523,optional,key_10289
key_16523,optional,key_10422
key_16523,optional,key_10604
key_16523,optional,key_10658
key_16523,optional,key_10863
key_16523,optional,key_10949
key_16523,optional,key_11236
key_16523,optional,key_11325
key_16523,optional,key_11553
key_16523,optional,key_11614
key_16523,optional,key_11626
key_16523,optional,key_11639
key_16523,optional,key_11664
key_16523,optional,key_11680
key_16523,optional,key_11894
key_16523,optional,key_11905
key_16523,optional,key_12326
key_16523,optional,key_12408
key_16523,optional,key_12495
