ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/1024388a-5601-4d18-bae9-4531a12b774b,key_20292,"12cac974-dcd5-41b7-9c80-c09041574d3f
3e0f76cf-fd57-4ab6-b7f3-972d150c1ecf
80c7e0bc-5df2-41c0-84fa-9dd690e0c755",skill/competence,sector-specific,conseiller des usagers sur des médicaments,,"Discuter et convenir avec les utilisateurs de soins de santé de l’utilisation appropriée des médicaments, en fournissant à l’utilisateur de soins de santé suffisamment d’informations pour assurer l’utilisation sûre et appropriée du médicament.",,
http://data.europa.eu/esco/skill/102b6ba8-452c-4f6b-8b3f-1ab5a2d02ffe,key_20293,"acc7f0ec-bef9-432d-ba2f-20a1ab2c45f0
266a0569-9891-4ab4-b3f8-55be2af56465
e65c1d0f-7d7f-443e-aa2b-910b1aacb31c",skill/competence,cross-sector,donner des conseils sur les notes de solvabilité,,"Donner des conseils sur la capacité du débiteur, qu’il s’agisse d’une institution publique ou d’une entreprise, à rembourser sa dette.
    ",,
http://data.europa.eu/esco/skill/102bab2f-6d11-43e0-afa8-d50c6b94e4b4,key_20294,"ad6935ef-e7fe-4a68-8cab-fb7de85d0afc
983264be-abd0-4d4e-ab38-44097b12d374
aff7d2e4-5681-467f-a6ae-c7c6dd19041a",skill/competence,occupation-specific,effectuer les vérifications nécessaires avant de mettre un avion en position,,"Effectuer une série de vérifications standard avant d’amener l’avion en position ; vérifier les équipements de service et vérifier s’il y a des déversements d’huile ou de carburant ; vérifier les activités sur les stands adjacents, etc.",,
http://data.europa.eu/esco/skill/10311d30-7788-4866-be1c-8235832b7cee,key_20295,"db420bf7-f140-425b-8115-21048a83a43f
eb585313-fcb5-4bd2-b2ce-945d1566d8c5
db96ec8e-b8ec-4db0-9eed-3702a0cabfcf",skill/competence,sector-specific,créer des patrons pour des chaussures,,"Produire la forme générale ou coquille, une représentation bidimensionnelle de la forme tridimensionnelle de cette dernière. Créer des motifs à l’échelle pour les tiges et les semelles à l’aide de méthodes manuelles à partir des dessins.",,
http://data.europa.eu/esco/skill/10323914-77bf-41f2-b081-42b6e972d08d,key_20296,"f7f7e517-a433-438d-8059-cfea42627e17
978364ca-a9c1-4960-9716-00d2d0802ef4
41c66301-e789-4250-a3f7-5e1f5ab275fe",skill/competence,transversal,comprendre l’islandais écrit,,Lire et comprendre les textes rédigés en islandais.,,
http://data.europa.eu/esco/skill/103770db-5ed7-4208-ac72-cf174dd677e9,key_20297,"e0b683d4-de51-4950-a34b-e25a2cd527b3
6b8cb1c4-8453-42b5-8193-39c86a09b5ef
b29eedb7-599c-4331-876b-c0c92358749f",knowledge,cross-sector,accouchement,maternité,"Le processus de mise au monde d’un bébé, les symptômes et les signes du travail d’accouchement, l’expulsion du bébé et toutes les étapes et procédures y afférentes, y compris celles liées aux complications et naissances avant terme.",,
http://data.europa.eu/esco/skill/1039d92f-9c38-4b04-957c-5b00eb40f113,key_20298,"5c9ab915-bde0-42e4-9fc0-e6462ba83f37
070624e5-6cac-4436-9c29-5e78487a14a6
f1cd385c-af1a-4b3d-9e32-833c29f72717",skill/competence,occupation-specific,appliquer une réglementation sur l’alcool,,"Veiller à ce que les normes et spécifications légales, telles que les taux d’alcoolémie dans l’UE et dans le pays d’exportation, soient respectées.",,
http://data.europa.eu/esco/skill/10411953-14de-40b2-b959-809605113a75,key_20299,"7dd66880-90b6-4ca3-b38a-3b7ecd3a82d1
8b715d62-a075-4ffb-9268-ca618723d6df
fb6ee1d2-1ad9-4e79-9298-50ff0a72cde3",skill/competence,sector-specific,superviser le service de lingerie,"superviser le service de lingerie pour la clientèle
contrôler le service de lingerie pour la clientèle
contrôler le service de lingerie","Veiller à ce que le linge des invités soit collecté, nettoyé et rendu en temps utile et selon des critères de qualité élevés.",,
http://data.europa.eu/esco/skill/1048db56-0ef6-431a-a830-9686c07113f2,key_20300,"51bd7979-da59-42f6-b809-638213cd0452
794e1173-99d6-474c-bc05-9bc574ac13ce
61aba0ee-3088-41ed-92be-850c255e10e4",skill/competence,occupation-specific,fournir des soins infirmiers à des animaux hospitalisés,,"Planifier et fournir des soins infirmiers aux animaux hospitalisés, en menant une série d’activités liées à des domaines tels que les liquides et la nutrition, l’hygiène et le toilettage, le confort et la gestion de la douleur, la toilette, le positionnement et l’exercice, l’attention et l’enrichissement, l’environnement infirmier.",,
http://data.europa.eu/esco/skill/104f5817-978e-419a-a32b-5b5ccfc0f3bb,key_20301,"aacac0b2-5e37-4034-abb2-4bd4d909e954
4c11ac10-dd4a-4c31-9701-dd30b51e3040
5a11ac4b-0003-4c0e-82c7-92a2f705ee51",knowledge,sector-specific,médecine complémentaire et alternative,,Les pratiques médicales qui ne font pas partie des soins de santé ordinaires.,,
http://data.europa.eu/esco/skill/10535df6-0496-4350-8b69-ef5c37871dee,key_20302,"945f54dc-4158-4b12-abcb-00dcf6d6aaa6
7c29482d-babc-427c-b3fa-a546e5423d9c
57abe4fd-21f2-4b09-9acf-efb27515bc80",skill/competence,occupation-specific,gérer des plans de pâturage et de fourrage,,"Superviser le plan fourrager pour le pâturage en fonction du système de production choisi. Déterminer la quantité requise de fourrages conservés et le plan de pâturage en fonction des systèmes de production et des ressources disponibles.
   ",,
http://data.europa.eu/esco/skill/10643a25-303a-46fb-bc8e-2acb9d4e7a7d,key_20303,"f8de5829-d286-4e67-b999-05df0ba0e902
1bbb47a0-0d3f-45a6-87a9-792e9f54e744
86f4eb0f-159b-44c2-b6f8-5eb5457fd399",knowledge,sector-specific,balnéothérapie,,"L’utilisation de bains thérapeutiques pour traiter toute une série d’affections, par des techniques de relaxation, de massage ou de stimulation. La balnéothérapie exploite notamment les propriétés bénéfiques des eaux minérales et utilise des techniques d’enveloppement du corps avec de la boue.",,
http://data.europa.eu/esco/skill/106a62be-ce97-4053-9fd6-6615be25d7ae,key_20304,"cc09d33b-7b39-4ec1-ac3d-be416218d4c2
7d051024-413f-4715-89ca-b16390e7c7bd
b4626d78-a28e-482f-86dc-e238eab1ed23",skill/competence,occupation-specific,utiliser des techniques traditionnelles de tissage des tapis,,"Créer des tapis utilisant des techniques traditionnelles ou locales. Utiliser des méthodes telles que le tissage, le nouage ou le touffetage pour créer des tapis artisanaux à partir de laine ou d’autres textiles.",,
http://data.europa.eu/esco/skill/106b9659-4b9a-4ce2-8d16-80add5bf81b0,key_20305,"08156d2a-78b6-4299-be46-d6086f2a2ea6
6d023e6b-003a-4094-9251-17aa43630f34
f382b98e-6815-42f6-b5f7-775c9ea93845",knowledge,sector-specific,transformation énergétique,transformation de l’énergie,Les processus au cours desquels l’énergie change de forme et passe d’un état à un autre.,,
http://data.europa.eu/esco/skill/1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb,key_20306,"d389eba5-6d41-441d-9ab7-96b6dec29af0
e9344d8a-5878-4dd1-bf5c-e359fc495e55
b2ea0e3f-c9dd-422a-812f-4f1406a0f907",skill/competence,sector-specific,évaluer la qualité d’un vignoble,,Contribuer à l’évaluation du vignoble et des fruits du cépage. Superviser la réception et l’évaluation des fruits selon les paramètres de qualité et les spécifications.,,
http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc,key_20307,"10cd7666-548d-41fd-84d9-9cb49ca92a11
3ac75629-78fc-4ba9-a923-880e63ca5eb0
fc29ee5d-74df-451e-94d7-353a6b8c73de",skill/competence,sector-specific,enseigner les sciences de la communication,,"Enseigner aux étudiants la théorie et la pratique des médias de masse, les méthodes de communication, les pratiques journalistiques et la communication persuasive.",,
http://data.europa.eu/esco/skill/108112e0-a3df-43bf-91ec-d9614ca4224c,key_20308,"95a9a8ee-f6d7-4d50-9330-e76fe24b9e7b
acb907fe-3f1e-4288-a5ae-1aca1c1673b5
af0cea53-3bb0-4050-b9b8-e98464b18493",skill/competence,cross-sector,apporter un soutien psychologique aux patients,,"Apporter un soutien psychologique et émotionnel précis aux utilisateurs de soins de santé anxieux, vulnérables et désorientés par rapport au traitement subi.",,
http://data.europa.eu/esco/skill/10815682-50d3-47df-a775-47ab6732ea4f,key_20309,"17e7a24d-3f3d-4656-a4e3-6002d2bc6a17
19748624-2221-4555-93c9-cd301090a55b
376acb90-b690-40f8-a068-f436ffe3371e",skill/competence,sector-specific,utiliser un système de fixation pour les traverses de chemin de fer,,Utiliser une machine qui installe des attaches de fixation métalliques sur les traverses de chemin de fer. Fixer solidement les rails aux traverses à l’aide d’équipements manuels.,,
http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,key_20310,"1b1a5aa4-0657-4108-b35c-dcf5200e11b7
93f03645-191a-4456-8b67-0abdb3368516
9863a995-2dd8-43a6-a602-11f1f856126f",skill/competence,cross-sector,élaborer des politiques agricoles,,"Élaborer des programmes pour le développement de nouvelles technologies et méthodologies dans l’agriculture, ainsi que pour le développement et la mise en œuvre d’une sensibilisation accrue à la durabilité et à l’environnement dans l’agriculture.",,
http://data.europa.eu/esco/skill/108ac398-6a84-454a-b56c-8bb0dee1bbf2,key_20311,"b5f383b6-0725-4e24-b9a3-1cf107a5e609
4c7be58a-c1f6-4ee7-a83a-7278f3f6c78e
99394500-620d-41f4-8534-0b211e0703a3",skill/competence,sector-specific,préparer une séance d’entraînement,,"Préparer les équipements et les installations pour la séance en veillant à ce qu’ils soient conformes aux lignes directrices nationales et à celles de l’industrie en ce qui concerne les procédures normales d’exploitation, et planifier les horaires et les séquences de la séance.",,
http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe,key_20312,"585f43c9-19d7-4c5c-a237-933dff6951fe
b6fd2e6f-9b1d-4b57-b28a-5111b2ae87e3
2b3369b9-c63f-4270-a5c2-0bb4ff902283",skill/competence,cross-sector,garantir le bon état de fonctionnement d’équipements de protection,,"Surveiller et entretenir les équipements utilisés pendant les activités d’assainissement telles que la désinfection, la décontamination, l’élimination des radiations ou le contrôle de la pollution, afin de s’assurer que les équipements sont fonctionnels et capables de contrôler le danger et de protéger les travailleurs concernés.",,
http://data.europa.eu/esco/skill/10a62970-b01b-4a13-9fc4-883e9f6e32fa,key_20313,"af4ca3cc-16cd-48fa-9834-5ecd6bbcd4fa
cea0b3c8-fd53-40ae-8d56-96b0a5984c45
7553a7d1-2df2-4847-b71f-e71350e64c89",skill/competence,sector-specific,lire une grille de programmes,,Lire la grille de programmes pour savoir quelles émissions doivent être enregistrées et diffusées.,,
http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9,key_20314,"cbfcbe09-c568-45ee-991b-a6233db09a80
148f3493-79f0-4e22-ae49-3f882f7ddc4e
bda5049b-346c-4d77-a892-a14bb43eda8d",skill/competence,sector-specific,inspecter des oléoducs ou des gazoducs,,Marcher sur les lignes de circulation pour déceler les dommages ou les fuites ; utiliser des équipements de détection électronique et effectuer des inspections visuelles.,,
http://data.europa.eu/esco/skill/10b306ae-6a1b-4e62-b06d-8702cfc6814c,key_20315,"2bce78a6-2d6c-40fd-a539-32339e86ba43
bac29161-3c8e-4810-9cea-a802042dfb48
0d438f2e-cede-4b51-8f04-d40bd329b90d",skill/competence,transversal,comprendre le tamoul écrit,,Lire et comprendre des textes rédigés en tamoul.,,
http://data.europa.eu/esco/skill/10c11836-683d-45db-872d-3ec8aee4d37c,key_20316,"c0511167-3f70-4595-b6a5-70651ce85082
99addd0c-7662-49d3-a9fc-fb066fb0ee5c
139b2b14-7ff0-4a16-bf0c-5644a1b87980",skill/competence,sector-specific,gérer les relations psychothérapeutiques,,"Établir, gérer et maintenir la relation thérapeutique entre le psychothérapeute, le patient et le client d’une manière sûre, respectueuse et efficace. Établir une alliance de travail et une conscience de soi dans la relation. S’assurer que le patient est conscient que ses intérêts sont une priorité et gérer les contacts hors session.",,
http://data.europa.eu/esco/skill/10c42c72-ecaa-414c-a014-7e97fcecae8d,key_20317,"e3875226-f35f-4c84-877c-835505d18276
18cf634d-6be5-44ae-849c-ac79ff7c72c9
92a72a08-9898-4e36-87ae-a6fe488328cb",knowledge,cross-sector,reprographie,,"Processus de reproduction, de réimpression ou de copie de matériel graphique, notamment par des techniques mécaniques ou électroniques telles que la photographie ou la xérographie.",,
http://data.europa.eu/esco/skill/10c56894-6cbd-479c-b4ba-74a22fb76810,key_20318,"66305d5c-3235-4422-ab46-c3b7e1a7513c
142abc77-b298-4222-a2dc-0592bcca8e8a
ab1de43c-64f0-4b6f-ae59-175018d25967",skill/competence,occupation-specific,utiliser un broyeur à marteau,,Utiliser un broyeur qui utilise des petits marteaux pour broyer divers matériaux en de plus petits morceaux.,,
http://data.europa.eu/esco/skill/10cade4f-df4d-4408-8924-5994976fc798,key_20319,"9d390880-a3fe-43c2-8768-60b9cc80ba67
7d5b35d4-92fd-40cf-bc16-4b10c44528dd
d57a0e6a-e7ea-4789-8d5d-dae2a3df8d3e",skill/competence,sector-specific,utiliser une caméra,,Capturer des images animées avec une caméra. Manipuler la caméra avec habileté et en toute sécurité afin d’obtenir des enregistrements de haute qualité.,,
http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d,key_20320,"4e132ff7-5fc6-44f7-98bb-ec29542b2e47
8702133f-2a25-4b60-9bb5-1ca2a525bc61
4b0aac6e-af9f-449c-9971-5b70a5484faf",skill/competence,sector-specific,estimer les coûts dans une exploitation agricole,,Fournir une analyse des coûts pour les solutions pertinentes et les mesures proposées en tenant compte du type d’exploitation agricole et des principes de planification à long terme.,,
http://data.europa.eu/esco/skill/10d89215-ebbd-4440-90ef-ccd32becb4dd,key_20321,"7b8344ab-2730-4cdc-b439-406ce92c5e11
41f33c96-9ac8-49fa-b5e9-8d02c8a415fc
f74c3e50-1b89-4492-8224-ce7121a13c26",skill/competence,occupation-specific,traiter le matériel électronique reçu,,"Recevoir les fournitures électroniques entrantes, gérer la transaction et entrer les fournitures dans tout système d’administration interne.",,
http://data.europa.eu/esco/skill/10dd298f-3fb7-4306-9ecc-45905877ab61,key_20322,"35b5508d-3cc6-4f25-a640-09978a77104c
8e451d55-1e36-4eb3-b598-54098cd923ba
c118cdb9-d2aa-451b-9bf8-1bfd4de0b557",skill/competence,sector-specific,produire des contenus pour brochures touristiques,"proposer des contenus pour brochures touristiques
créer des contenus pour brochures touristiques
préparer des contenus pour brochures touristiques","Créer du contenu pour des dépliants et des brochures touristiques, des services de voyage et des forfaits.",,
http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e,key_20323,"c15e114e-e1e0-454f-8ad7-d34987a2392b
08e17c74-da49-47f1-b4ee-2707914e012b
0f41e8ff-79d0-4da5-a304-5f1f6be313b4",skill/competence,sector-specific,donner des conseils sur les acquisitions,,"Donner des conseils sur la base des acquisitions existantes et prévues et étudier les options d’acquisition.
    ",,
http://data.europa.eu/esco/skill/10f08e82-ee2f-4790-a43d-5fd3f9b8a392,key_20324,"c1efd8a7-1262-4d07-a7d5-e1e8d623cff0
40f9fcb8-8c48-4595-8e21-38e06add293a
5f17973e-2e21-483c-bf62-546b18b4f803",knowledge,sector-specific,biomédecine,,L’étude du corps humain dans le cadre de la médecine et de l’environnement. Celle-ci englobe les applications et pratiques dans les domaines des sciences biologiques et naturelles.,,
http://data.europa.eu/esco/skill/10f24e0d-bd23-4432-b96b-e9f23136c503,key_20325,"2da07c4f-f170-4ad4-8b01-54209a42d43c
99555351-7583-45ab-9e84-4da21e3693b9
1f8e8bd0-03b3-4221-8007-d25b83af3354",skill/competence,cross-sector,utiliser un appareil de brasage,,Utiliser des équipements conçus pour les procédés de brasage afin de fondre et d’assembler des pièces de métal ou d’acier.,,
http://data.europa.eu/esco/skill/10f64f45-ab79-4fdb-aef7-3c47fe8ffabc,key_20326,"4b4784d4-76ef-44ea-aa7d-9587b204589d
03288373-187a-4d71-a732-f5868efb85bd
e28a201e-4807-4b34-afdd-1ad222884752",skill/competence,occupation-specific,surveiller les tendances de croissance dans l’aéronautique,,S’informer des innovations et des tendances porteuses de croissance dans le secteur de l’aéronautique ; comprendre les éléments clés des plans de développement à long terme de l’aéroport.,,
http://data.europa.eu/esco/skill/10f6d720-ea22-469c-86d1-7fb9d2e93c11,key_20327,"8bc83f31-60e9-4ca8-8870-d65d43b365d2
168ec687-8f98-4870-80fa-754b098030d3
70913acd-2e9f-4295-ac70-9a1ca372ba2f",skill/competence,sector-specific,dresser un inventaire de costumes,,Tenir un registre des costumes en stock. Suivre toutes les propriétés pertinentes des costumes et la façon dont ils sont utilisés.,,
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,key_20328,"8a1e48cf-9e49-405a-afe2-292a15b7c453
d5fc9dbb-6149-4c32-86a0-375559b3a056
15a6237a-91ed-4db9-9e34-7a7b952bbaa9",knowledge,sector-specific,partenariats sociaux,,"La création de partenariats entre différents acteurs (entreprises, associations à but non lucratif ou organisations du secteur public) à travers lesquels ces derniers partagent des ressources et des connaissances en faveur d’une cause commune: en général, relever un défi social ou environnemental.
   ",,
http://data.europa.eu/esco/skill/11069c8b-fc8e-4e2f-b00b-32785b095946,key_20329,"192a580c-0fa9-4ab9-9f05-13de89ed7f9b
008fb8ba-e715-4223-9a6c-55dc4ae941e2
34ca984c-c8f1-47d2-a7cd-e43e229041cc",skill/competence,occupation-specific,décharger des matières premières destinées à l’alimentation animale,,Recevoir et décharger les matières premières achetées reçues pour la production d’aliments pour animaux. Transférer le matériel dans la zone ou le véhicule approprié.,,
http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f,key_20330,"71d3a70e-ad06-4cec-9c39-f7946ee45896
e0fa4ae8-eace-46eb-95a7-50c34b166c2a
c1d2b850-840b-4772-9936-8ea044c89662",skill/competence,sector-specific,appliquer des stratégies d’intervention psychologique,,Utiliser diverses stratégies d’intervention pour traiter les patients en psychologie clinique.,,
http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,key_20331,"5bdb2884-62d7-4638-baef-9e274a75eced
1bfb3210-fa4d-4ca9-98b9-176b04e83352
60bcb9f7-8a14-4f8f-8e0b-ba4cbcdf43ee",skill/competence,cross-sector,trier les déchets,,Trier manuellement ou automatiquement les déchets en les séparant en différents éléments.,,
http://data.europa.eu/esco/skill/1110c92f-3059-445a-9436-0f4200d365f5,key_20332,"60684c59-084f-4ac0-99dd-17f8d7335b62
55036a47-258b-4a67-84e7-1d20e20541dc
eecce928-2d77-49f8-ba71-338764db42b2",knowledge,sector-specific,Sass,,"Le langage informatique Sass est un langage de feuilles de style qui permet de mettre en forme des documents structurés. Ces documents doivent respecter des feuilles de style, un ensemble de règles stylistiques, telles que la fonte, la couleur et la présentation.",,
http://data.europa.eu/esco/skill/11190c86-bf63-4d98-be9a-fbee97c9f93a,key_20333,"ad8e1db4-652c-40b5-abdb-a1668b5756ab
6daf41d0-c68f-4122-952c-9db652d841f3
9f1ef37c-7b33-43b8-b7a4-131bde73c4d7",knowledge,sector-specific,dermatologie,,La dermatologie est une spécialité médicale mentionnée dans la directive 2005/36/CE.,,
http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,key_20334,"c310fb96-21ff-4448-8239-c479e29bdedd
ec8f22b8-fc6d-473b-a621-9026cfd9ef29
c6e236bc-c58c-4be7-bb90-2c40e2cb83ab",skill/competence,occupation-specific,garantir l’absence d’effets nocifs d’additifs destinés à l’alimentation animale,,"Veiller à ce que les additifs pour l’alimentation animale fassent l’objet d’une évaluation scientifique afin de déterminer s’ils ont des effets nocifs sur la santé humaine ou animale, ou sur l’environnement.",,
http://data.europa.eu/esco/skill/11245eee-fcbd-44c7-aa6a-3db2eb40106c,key_20335,"51f8ce7d-032a-4e71-8c53-d13fe6f76017
b5d5bf60-cbfd-461b-a63c-f30bca9e1a5f
a7207d78-034c-4ca5-91d4-ca88bb136790",skill/competence,cross-sector,gérer les inspections des équipements,"procéder à la gestion des inspections des équipements
superviser les inspections des équipements
administrer les inspections des équipements",Surveiller les visites et les examens officiels ou formels afin de vérifier et d’inspecter régulièrement les biens et les équipements.,,
http://data.europa.eu/esco/skill/112a2d79-fff0-4b9b-92e9-7fe40cd6104b,key_20336,"aa185b4d-9ef2-45c1-8853-b7237575275e
2c6d01a1-b2d6-4ef0-96a0-99a6403762ca
7c640e7f-9724-4a1a-954b-c35b15312ead",knowledge,sector-specific,audiométrie,,"Examen destiné à mesurer l’acuité auditive, spécifiquement axé sur l’intensité, la hauteur et la pureté du son, afin de diagnostiquer les pertes auditives et les troubles apparentés.",,
http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f,key_20337,"2709f5f6-dbba-4d39-bef3-116b8b219a7b
dee4a6d3-aefc-4f69-b901-77fabdf2f7bb
ac432e52-a36f-47ed-bf4e-d01fa7be1585",skill/competence,occupation-specific,enseigner les principes de l’enseignement,,"Enseigner aux étudiants la théorie et la pratique de l’enseignement, plus particulièrement les différentes méthodes d’enseignement, la gestion de la salle de classe et les processus d’apprentissage.",,
http://data.europa.eu/esco/skill/11335fcc-23af-4afe-bfaf-c0c25abcb5b0,key_20338,"7712540a-f8fb-4cf5-8ddb-2c990cfa6857
8cc0f596-1393-46a0-8411-6d73b5f7eb6d
8dc51ec1-6531-49df-beed-cf130577f4a5",knowledge,cross-sector,hématologie,hématologie biologique,L’hématologie biologique est une spécialité médicale mentionnée dans la directive 2005/36/CE.,,
http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91,key_20339,"aba481fb-99d8-4147-b6b7-7abfb2b53750
33dee6fb-2f83-4bef-9186-88a9e83d8d57
75a417e3-d4dc-49cf-a699-6e60782bc5aa",skill/competence,transversal,respecter ses engagements,tenir ses promesses,"Effectuer ses tâches de manière disciplinée, fiable et axée sur les objectifs.",,
http://data.europa.eu/esco/skill/113bbd65-c580-4155-b2d5-9f6d068712e2,key_20340,"86935026-a418-482d-a828-c49a6e83608b
2b75ce12-0204-4532-9563-f9ec4d1c2a16
3b8e88ab-c56c-4f20-95fc-c22980f60228",skill/competence,occupation-specific,installer des serrures,installer des verrous,Installer une serrure dans une porte compatible. Installer la serrure pour une sécurité optimale.,,
http://data.europa.eu/esco/skill/113d2de3-2150-4949-b91d-abd3d39b370b,key_20341,"255aa8be-33c6-42c1-bf40-c606c409f880
7538f53b-a49d-4239-a0c6-f16759755425
baaf7b45-3f8e-4d46-97e2-87179ceaeed8",skill/competence,sector-specific,démontrer l’utilisation de matériel,,"Fournir aux clients des informations sur la qualité du matériel, des équipement et des outils ; démontrer comment utiliser le produit de manière correcte et sûre.",,
http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1,key_20342,"e6f76740-bb32-46fe-be7c-f4d832907329
57a4c1a1-f48f-4084-9f56-7f0eff312c53
e5f97ae2-9f29-4ece-a717-22390c95d248",skill/competence,sector-specific,préparer la vaisselle,,"Garantir que les assiettes, couverts et verres sont propres, polis et en bon état.
	",,
http://data.europa.eu/esco/skill/113de748-7d31-4cc7-b7c8-e34cad08a225,key_20343,"58ad6b7a-730b-4462-ae95-28c12d358fc7
3fdc0b74-5a33-4e1e-a338-2cc06ed79832
fafbc4b2-befe-4046-bc87-9eadb083a19e",skill/competence,sector-specific,utiliser un appareil d’impression de monogrammes,,Installer et utiliser un dispositif d’impression monogramme pour imprimer la marque sur le papier à cigarette selon la position spécifiée.,,
http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,key_20344,"97caf296-8ea1-468b-9482-3fad9476d328
7199a149-3be5-4a4e-90d9-9b412ec2941e
ac7ae5ff-e586-4bad-a627-3802745658d4",skill/competence,sector-specific,créer une architecture en nuage,,"Concevoir une infrastructure d’architecture en nuage à plusieurs niveaux, qui tolère les défauts et est adaptée à la charge de travail et aux autres besoins de l’entreprise. Recenser des infrastructures informatiques flexibles et modulables, sélectionner des infrastructures de stockage à haute performance et modulables, et choisir des infrastructures de base de données à haute performance. Recenser des services rentables de stockage, informatiques et de base de données dans l’informatique en nuage.
	",,
http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927,key_20345,"891404c4-ed36-4eaa-9a1e-ca8da75ad29c
18f07824-b546-400c-9c7d-b5156f91a4fc
e4ccc5f4-e9e5-4ea6-b235-c6a1e948557b",skill/competence,cross-sector,diriger des troupes militaires,,"Diriger les actions des troupes militaires sur le terrain pendant une mission, qu’elle soit de combat, humanitaire ou défensive, conformément aux stratégies élaborées avant l’opération et en assurant la communication avec les autres troupes.",,
http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e,key_20346,"824b2cc6-037d-4c8b-9ab6-dc95c6bd854c
d6f64162-282a-4be5-af70-1b23a19c4ca8
486e3878-f685-4639-b55a-9a45c0033434",skill/competence,cross-sector,effectuer des examens médico-légaux,,"Effectuer des examens médico-légaux de données collectées sur le terrain ou dans un laboratoire, d’une manière conforme aux procédures médico-légales, et analyser les données en utilisant les méthodes médico-légales.",,
http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,key_20347,"d13baeec-3595-4af6-b271-3ddc1a8a229b
d3a1d4d8-b3ce-4dcd-be8c-a9b546144d8f
831c742f-b648-441f-863d-f40eb3a64517",skill/competence,sector-specific,élaborer des procédures de gestion des déchets,,"Développer des équipements, des méthodes et des procédures qui peuvent être appliqués dans divers types d’installations de traitement et d’élimination des déchets afin d’améliorer l’efficacité des processus de gestion des déchets, de réduire l’impact environnemental et d’assurer la sécurité du personnel opérationnel dans la gestion des déchets.",,
http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,key_20348,"34f33922-3870-416b-89e5-2b5b3f445a62
ae2121c5-798f-40b6-a015-d29f4d31ed22
f17d48a2-9519-41b1-989f-d06b6d097513",skill/competence,occupation-specific,établir un plan de sécurité des TIC,,"Définir un ensemble de mesures et de responsabilités pour assurer la confidentialité, l’intégrité et la disponibilité des informations. Mettre en œuvre des politiques pour prévenir les atteintes à la protection des données, détecter les accès non autorisés aux systèmes et aux ressources et y réagir, y compris la mise à jour des applications de sécurité et la formation des employés.",,
http://data.europa.eu/esco/skill/114f2179-b625-4333-b9f9-fe6a846a7c36,key_20349,"853adc9d-dd49-4b77-9927-3efff9681d59
d03636c6-7028-4d93-b3bc-79c821f8b6c0
0afa7a14-e62e-4326-98a1-66a082a47743",skill/competence,sector-specific,planifier des activités pour des jeunes,,"Mener des projets organisés pour les jeunes, tels que des activités artistiques, des activités éducatives en plein air et des activités sportives.",,
http://data.europa.eu/esco/skill/1154d74a-eaf1-4a86-bcaa-453dd4923d5c,key_20350,"213ed433-c7d8-48a0-9560-b4ad33eadfe3
b3f7492a-8d3a-440b-9516-b9aa7d5013d3
f9b0996d-a427-4ab1-9729-36b9e2f66f75",skill/competence,occupation-specific,faire fonctionner des machines de fabrication de matériel de pêche,,"Installer et faire fonctionner les machines pour fabriquer du matériel de pêche ou des accessoires, tels que des cannes à pêche, des hameçons et des lignes.",,
http://data.europa.eu/esco/skill/116083f9-8d05-4b2e-a15f-287b18de5f67,key_20351,"808e65c0-6de4-441c-b5fd-52d98282bdee
a6309580-93e8-445c-805a-d4deb016f110
6026b52b-8a52-4206-980e-65bc9ae17b1b",skill/competence,cross-sector,utiliser le système mondial de distribution,"avoir recours au système mondial de distribution
exploiter le système mondial de distribution
utiliser le système mondial de réservation",Exploiter un système informatique de réservation ou un système de distribution mondial pour réserver des transports et des hébergements.,,
